sample,class,order,batch,total_signal_raw,log10_total_signal_plus1,detected_features,detection_rate,zero_fraction,corr_to_class_median,PC1,PC2,PC3,PC4,PC5,pca_distance_to_class_centroid,log10_total_signal_plus1_robust_z_within_class,detected_features_robust_z_within_class,zero_fraction_robust_z_within_class,corr_to_class_median_robust_z_within_class,pca_distance_to_class_centroid_robust_z_within_class,flag_low_total_signal,flag_low_detected_features,flag_high_zero_fraction,flag_low_corr_to_class_median,flag_high_pca_distance,n_review_flags,recommend_exclude,review_tier
20241106-297-French-20,French,41,1,742867.4905185744,5.870911937721256,251,0.996031746031746,0.003968253968253954,0.9889512094393856,6.673618928189537,7.609345292481306,3.147054588175269,-3.5303116165784467,-0.6893768005033256,5.516946610473368,-0.3429350369492594,0.0,0.0,0.05074428639954106,-0.4176234702509379,False,False,False,False,False,0,False,keep
20241106-297-French-6,French,46,1,719275.4792866964,5.856895858878552,252,1.0,0.0,0.983963446789454,7.375514650011538,4.607169834490261,3.36303434558906,-1.9706047065836576,0.6435594328978658,2.689353008287131,-0.6713545503303618,0.6745,-0.6745,-0.46544916077865806,-1.9341761391814327,False,False,False,False,False,0,False,keep
20241106-297-French-15,French,47,1,664125.9290060549,5.822251090360246,251,0.996031746031746,0.003968253968253954,0.9865220065572641,7.547713387950193,5.0039254090981915,4.087902609225665,-2.5709341986164898,1.6388895089619622,3.6713095079378797,-1.4831377991029662,0.0,0.0,-0.2006587368848042,-1.4075132024823331,False,False,False,False,False,0,False,keep
20241106-297-French-24,French,51,1,794051.5563926246,5.8998492482657925,252,1.0,0.0,0.9865915545766265,9.813567699170251,1.6655522037747654,3.4639926239929006,1.4071604034914635,-1.2083636427250313,3.29665561511141,0.3351131928194985,0.6745,-0.6745,-0.19346107445000457,-1.6084552192742354,False,False,False,False,False,0,False,keep
20241106-297-French-14,French,53,1,771545.5011501425,5.887362106140339,250,0.9920634920634921,0.007936507936507908,0.9806958767768109,8.169061140721901,2.3995383218449766,3.0959261815619548,0.03943504824511782,-3.350947013869075,3.0058557043867844,0.04251915233312965,-0.6745,0.6745,-0.8036164608496593,-1.764422958200083,False,False,False,False,False,0,False,keep
20241106-297-French-12,French,57,1,701179.7216963056,5.845829967068063,252,1.0,0.0,0.9655825965381095,6.144930908458757,6.185511710008928,7.859442052379309,0.38569141643309673,4.8912332639363765,7.566484098715302,-0.9306463853945284,0.6745,-0.6745,-2.367719801791994,0.6816262753501229,False,False,False,False,False,0,False,keep
20241106-297-French-5,French,66,1,718830.9630492788,5.856627379882822,252,1.0,0.0,0.979571268848941,9.382880645433055,-1.964171975210443,6.196099396649583,3.120915048839565,-0.6722902099593071,6.844583846044637,-0.6776454496696381,0.6745,-0.6745,-0.9200043653581225,0.2944420088265254,False,False,False,False,False,0,False,keep
20241106-297-French-21,French,67,1,905181.4483412884,5.9567361243122665,252,1.0,0.0,0.9867822117857019,9.175947218935836,1.2033283015968592,5.225343188026016,3.579305370336842,-2.9516164468082735,5.2816272544515055,1.668065180220716,0.6745,-0.6745,-0.1737295818170586,-0.5438347465637832,False,False,False,False,False,0,False,keep
20241106-297-French-10,French,76,1,747065.0390401599,5.873358994215736,251,0.996031746031746,0.003968253968253954,0.9929279655059985,8.079877238813154,1.198368075082506,5.286831494199648,3.1621555044397978,-3.4344614042459645,5.051290365259776,-0.2855965250764012,0.0,0.0,0.46230665748386857,-0.6673737246498771,False,False,False,False,False,0,False,keep
20241106-297-French-17,French,78,1,889064.4336810735,5.9489337254706145,252,1.0,0.0,0.9871194638422216,7.119939878640801,3.8064941651146174,6.980703356916083,3.2197604113444096,-1.7668594640358797,4.731042504274169,1.4852422909135148,0.6745,-0.6745,-0.13882669773029852,-0.8391355888447504,False,False,False,False,False,0,False,keep
20241106-297-French-8,French,80,1,900942.4883978554,5.954697550749676,252,1.0,0.0,0.994969303094304,9.46031207254088,-0.4456527071420203,5.050456109453023,4.70401484012629,-4.899715108449264,7.784857731363725,1.620298087517329,0.6745,-0.6745,0.6735687323895961,0.7987488756986864,False,False,False,False,False,0,False,keep
20241106-297-French-1,French,88,1,706041.9803082936,5.848831139497359,251,0.996031746031746,0.003968253968253954,0.9949872999977116,6.900616379129795,2.268093481926065,7.036452997084277,3.4184414894418547,1.9416234566996502,5.6932620968760945,-0.8603240363364494,0.0,0.0,0.6754312676104037,-0.32305835266434696,False,False,False,False,False,0,False,keep
20241106-297-French-4,French,90,1,924310.5119350762,5.965818362036653,252,1.0,0.0,0.9762172706974915,8.662107020993071,0.31297989174861435,6.474883515539467,6.058403659697106,-2.549032786145506,7.744444121286119,1.880876775198804,0.6745,-0.6745,-1.2671162848977835,0.7770734241143702,False,False,False,False,False,0,False,keep
20241106-297-French-26,French,98,1,689082.7614467236,5.838272015700239,251,0.996031746031746,0.003968253968253954,0.9939807845527249,7.744871308759657,1.8794537852112494,8.196918321864716,4.2047357243133625,-0.656841793017906,6.253182953124672,-1.1077414729889374,0.0,0.0,0.571264988328262,-0.02275017956723575,False,False,False,False,False,0,False,keep
20241106-297-LMU-8,LMU,17,1,677481.7558954885,5.830898245502541,251,0.996031746031746,0.003968253968253954,0.9839291251285317,-10.191236676654992,7.825041097158983,-4.3820061698605235,-5.6562412859366304,-3.731605003298963,11.316030329606269,-0.5705196575356346,1.5738333333333332,-1.5738333333333459,0.06360168228712071,1.1210190016429582,False,False,False,False,False,0,False,keep
20241106-297-LMU-26,LMU,28,1,828991.9079092058,5.918550815147292,247,0.9801587301587301,0.019841269841269882,0.9819893844356344,-8.966007913845411,5.333737559455026,-2.853647277162041,-2.6257815354000194,-5.889758349629015,8.688137034981308,0.7066667121331914,-0.22483333333333333,0.2248333333333333,-0.09572189018566016,0.4697151678839127,False,False,False,False,False,0,False,keep
20241106-297-LMU-24,LMU,30,1,743017.0812415819,5.870999382384934,250,0.9920634920634921,0.007936507936507908,0.9761120699061584,-9.718325062530877,5.121342051273966,-2.9708936798477423,-3.0570117656114997,-2.1219675435748737,7.294528916437714,0.013794363627611102,1.1241666666666668,-1.1241666666666792,-0.5784641200162222,0.12431974706462492,False,False,False,False,False,0,False,keep
20241106-297-LMU-10,LMU,32,1,859465.5725461195,5.934228990224846,249,0.9880952380952381,0.011904761904761862,0.9884077337266356,-8.59813329174709,5.711046108776527,-2.3424781371146035,-2.888831828509182,-2.29859701661533,7.352180172210294,0.935113540235206,0.6745,-0.6745000000000125,0.43145905836322185,0.1386081825891972,False,False,False,False,False,0,False,keep
20241106-297-LMU-17,LMU,42,1,739784.7879643352,5.869105983821829,246,0.9761904761904762,0.023809523809523836,0.9912065968015046,-12.548406432489605,10.103109946098838,-0.10975905405283201,-5.187105902049368,3.2090866867044747,11.865739723406115,-0.013794363627611102,-0.6745,0.6745,0.6613479634024982,1.2572603917966236,False,False,False,False,False,0,False,keep
