feature,detection_rate__all,detection_rate__B,detection_rate__SS,detection_rate__dQC,detection_rate__QC,detection_rate__Dunn,detection_rate__French,detection_rate__LMU,detection_rate__biological,detection_rate__qc_like,detection_rate__blank,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-048,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,995.6559728029966,995.70918172837,995.6074428817482,0.0273435726814712,1136.486651444235,1153.569062908047,1138.6681222264142,1133.988936628819,1126.1802677626015,1.1929094187675182
FT-049,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1097.2225774589213,1097.2878628497194,1097.1653132091003,0.0314364831833364,1176.9292956095635,1192.3969943706786,1179.3552542462571,1174.287214808062,1163.250109913586,1.1924514707526237
FT-050,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1004.669623849698,1004.7279192531678,1004.6184698161242,0.0294407585087183,1156.3925786840523,1179.3259458956536,1158.8210746310124,1153.76426801242,1138.7118691983476,1.295796204185867
FT-051,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1069.2050570468462,1069.267470109953,1069.1500824304103,0.0309242309640597,1157.7638325982018,1163.3854165077216,1160.088364981479,1155.2213391757566,1149.20816373825,1.1956236333629695
FT-052,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1069.2070748658969,1069.267262316396,1069.1527914655323,0.0310318689959965,1173.5811959662594,1189.0482915242503,1175.8907247598563,1171.315212620077,1163.561102549235,1.1500091708878202
FT-053,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1097.723992703951,1097.786081052441,1097.6690565594126,0.0319027810183028,1176.67239430599,1190.5241737784906,1178.8370264710347,1174.3201926093266,1163.6889744852956,1.0738120033017726
FT-054,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1106.2349666883931,1106.2984588554452,1106.1774103781204,0.0320626708743715,1180.403233758563,1196.6204858595336,1183.2722565479864,1177.6164536741317,1165.9355028214,1.351917574115685
FT-055,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1105.7327676680493,1105.7968689408365,1105.676441948791,0.0323388959277148,1180.3586166880116,1197.1622159404142,1183.040199087054,1177.5454495086724,1165.815387848887,1.3546287736842515
FT-056,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1178.2689676482953,1178.3381296315554,1178.209676243099,0.0346187918603327,1244.9133772041282,1263.400026280825,1247.491725418386,1242.276386378739,1231.3467261131775,1.2773380949643511
FT-057,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1179.2722036799555,1179.3415370035414,1179.2139907053818,0.0342749572089302,1244.832670568563,1260.2540539156994,1247.2750431006125,1242.2433003120475,1231.9048456991884,1.2191820975445251
FT-058,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1078.208562682587,1078.2724700812462,1078.1553836436535,0.0307902558921655,1212.3710107648494,1237.6268490501072,1214.7245810620668,1210.068312567409,1196.383045030678,1.193813684743503
FT-059,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1223.7919594716086,1223.8635611861732,1223.7311229497138,0.0347144077413259,1257.9046668683316,1269.0074929226648,1259.707712335104,1255.611618909438,1246.198078112655,1.0683033401089197
FT-060,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1251.815294797806,1251.8928041654049,1251.7555207167077,0.038755507110193,1252.0156980757831,1259.4881563062756,1254.194200130937,1249.5033644892535,1243.0116841700158,1.2070818965472034
FT-061,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1251.8151979857469,1251.8899516831436,1251.7537803186049,0.0365543323765068,1273.952845715492,1294.2930943032966,1276.2735285482115,1271.5526707894803,1260.9871710901643,1.1583630305238604
FT-062,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1078.713769906068,1078.77689772975,1078.6606048411224,0.0306502872948344,1212.1759527027516,1230.5396418417658,1214.4559206074891,1209.787676317876,1197.3987579345717,1.2388468855173635
FT-063,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1149.7527620467906,1149.8187882192658,1149.690158497745,0.032753424332895,1199.627733531914,1211.340092005355,1201.7405156059112,1197.2342172171689,1184.739180146977,1.1315627824245194
FT-064,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1149.7500936653876,1149.8156497776845,1149.6911692399551,0.0334466553795423,1245.272856166862,1264.3367644279238,1247.3079307712103,1242.858343825742,1228.9963999102197,1.170869750896996
FT-065,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1149.7477835102598,1149.8144632764945,1149.685681984192,0.0325078453702678,1279.935188473766,1290.790366661261,1282.5930344589017,1277.339259704826,1271.8166430403594,1.2261011409371214
FT-066,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.2523051364865,1150.3219915217664,1150.1924882958133,0.0327477740464124,1199.6136168612857,1211.804089112715,1201.579446951864,1197.0687593819969,1184.1168776425466,1.0672118534282304
FT-067,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.251969729645,1150.3180018976263,1150.192989410226,0.0337478169990694,1245.3086840060384,1265.5461034467148,1247.4885199904472,1242.940885817954,1227.8460459555374,1.1741079896181184
FT-068,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.2524730526775,1150.3175604084613,1150.188700028146,0.0330723340888498,1279.7884240559065,1291.1614973466476,1282.297445204404,1277.0675088026385,1271.432436429538,1.252126286661389
FT-069,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.7568385346326,1150.8215253510546,1150.6976302094158,0.0348052353991313,1199.4452906242605,1210.6137862572284,1201.2154408063195,1197.1823084180112,1184.9031991225047,1.0329515176038833
FT-070,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.753810446541,1150.8205810906825,1150.695729566452,0.0333514671345906,1245.2881515322938,1263.9656129090667,1247.3943959348544,1242.8015662893758,1229.169060665631,1.1577912518482407
FT-071,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1150.7515985354444,1150.8216637168111,1150.6946579570076,0.0329001027792091,1279.6007579597722,1289.9491491550348,1281.8612304005794,1276.882566964393,1271.0001140687532,1.1438663349396818
FT-072,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1252.819559504331,1252.8923288346316,1252.7474352137208,0.0360234419531445,1252.123154423304,1259.34100136828,1254.3494914890537,1249.7181801223417,1244.226415264071,1.2333870429369769
FT-073,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1252.8205095026694,1252.8927190429526,1252.7570309093385,0.0359474530824347,1273.817172792693,1288.2634181766712,1275.9684910424037,1271.3181247571324,1262.248121408315,1.1541148926103488
FT-074,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1178.7694962544108,1178.8389828026638,1178.7095364682805,0.0346786304486905,1244.8608776216845,1262.696978661322,1247.2705609836569,1242.3019230957232,1231.0310019216245,1.2087826948352671
FT-075,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1076.704086348371,1076.7659052150043,1076.6508631728868,0.0303673983692482,1165.0016465840235,1176.4046223958326,1167.1510336308895,1162.5396325060522,1152.5668176015192,1.1153635458279254
FT-077,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1077.705946239623,1077.768563445372,1077.6520562041094,0.0312999075267044,1212.451251396288,1244.5920870381033,1214.768238466988,1209.9249993158323,1196.2741310365736,1.2097870013554028
FT-081,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1225.305158770853,1225.3832054372317,1225.241092492524,0.0353997625726626,1299.0897146683544,1313.3628153538991,1301.2456247303928,1296.385905406942,1286.5537450601764,1.2777931470134285
FT-083,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1224.8042649657891,1224.876041896912,1224.7402364071952,0.0346338316722824,1299.2791674223463,1319.7385787963844,1301.3711060851224,1296.826881389742,1284.575736753402,1.191957931979993
FT-086,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1252.3224421698592,1252.394260929982,1252.2598314863185,0.0357571265908724,1252.0492024447103,1259.1190925011254,1254.3147136599673,1249.55524604749,1244.1498037484978,1.2944815304881885
FT-087,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1252.3175410114536,1252.3916994957185,1252.2559552498667,0.0353267523705875,1273.902456757388,1292.6649155155296,1276.3561393171406,1271.5576652920972,1261.4287173363452,1.2088674378886384
FT-089,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1233.2816716646137,1233.3544547572506,1233.2180624334412,0.0354944446073147,1299.4896330327,1318.851755163174,1301.5338470303554,1296.9599185364402,1284.7912920438337,1.2163430138721094
FT-090,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1231.3077713436496,1231.380369112572,1231.245613570184,0.0356744176158798,1298.9480323268451,1316.757474099437,1301.0705844761897,1296.563144995367,1284.9935937696846,1.1223607034036005
FT-091,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1251.314808260303,1251.384541992356,1251.24725487946,0.0341748074286253,1251.9082930023933,1258.873232105109,1254.3394561869425,1249.2792991497554,1243.48779943925,1.2740584064472709
FT-092,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1251.3142498680247,1251.3872814292572,1251.2506210064705,0.0361206867456643,1273.8054275719012,1292.538921522056,1275.9376310450957,1271.4144752449388,1260.8067512512189,1.150720330226371
FT-093,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1233.7846794103978,1233.854648992817,1233.7185235688678,0.0352441991492743,1299.2759946740543,1319.445562362675,1301.19133468601,1296.8841705286684,1284.2519822328006,1.1438939901940073
FT-095,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1296.8385481999308,1296.9145054717983,1296.7740241235522,0.036768193553219,1325.9004245551305,1343.095463462498,1328.046641465988,1323.3579718833523,1306.2086665112035,1.192316158113339
FT-096,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,815.5252605920695,815.5724826653777,815.4837884085781,0.0230239980275139,1299.3577408679637,1319.7332979838072,1301.576686001449,1296.8377586315107,1285.7117818196627,1.124421705883728
FT-097,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1221.7827177901245,1221.8524106055202,1221.7169620344262,0.0354785929041419,1303.3882126599997,1325.25220737901,1305.5225406711747,1300.5926303818032,1288.0357986272763,1.3854620585509168
FT-098,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1234.285360466548,1234.3584080913142,1234.2175489976564,0.0355276090628736,1298.978903962394,1315.1444068651524,1301.099355556177,1296.7371931063972,1285.3820376449771,1.0487614830989662
FT-099,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1296.3371434985418,1296.4131279821509,1296.2692935047885,0.0373652226579875,1325.9803275270754,1346.0861753380832,1328.1422415901347,1323.4768212611054,1305.3386232127343,1.1912823835485984
FT-100,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1222.7890111601405,1222.8592513192573,1222.7275498290628,0.0358995751017506,1257.9887283196858,1272.9182917572732,1259.965824885959,1255.53693243177,1245.8706452125716,1.2070912617475065
FT-102,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1295.3371125063638,1295.4121806158155,1295.2703518474862,0.0390429682024521,1284.5115125888428,1294.5797058843823,1286.76247199753,1282.1484267015423,1273.3225453284513,1.1385088817335398
FT-103,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1295.3340005034854,1295.4088685802842,1295.2660151633097,0.0369004205904129,1325.9263584717098,1348.1806891897468,1328.313249836628,1323.3256151193673,1304.770805939381,1.1895624336993404
FT-104,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1222.2864765177096,1222.3567526513016,1222.2240203008816,0.0349509373536697,1258.1864030459938,1275.171996525355,1260.155835858117,1255.5775495992905,1245.5816309792672,1.2015301710468655
FT-106,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1231.808475840107,1231.8816441917318,1231.7485069533702,0.0346626482309744,1298.7819691151412,1313.5432695305844,1301.0484503119612,1296.3875712884785,1285.6570666769262,1.139751591946598
FT-107,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1397.901805271989,1397.9834075650972,1397.8282910010066,0.0396093255769532,1341.8330587617788,1358.3836253996826,1343.8904369989768,1339.4186134601964,1327.118866212901,1.1558570366518297
FT-108,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1230.8065470462725,1230.8777702914354,1230.7478056361565,0.0349307333539019,1298.9114676822571,1315.3311787480875,1301.2326825654698,1296.4986270992797,1285.2202544005015,1.1819301469562054
FT-109,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1396.899301617407,1396.9803416469035,1396.8265741735293,0.0398332420027345,1341.7972869078426,1357.880144119264,1344.0520152636232,1339.454277055849,1326.836228992628,1.118430322145405
FT-110,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1397.397689304656,1397.4807202889865,1397.32751164411,0.0396415334606327,1341.878177208506,1358.4040985107413,1343.935126354734,1339.536640575101,1327.251101175941,1.0627275704614252
FT-111,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1295.8363020697318,1295.9072791203832,1295.773465539277,0.0370243052418961,1243.8481834080928,1256.6009494236548,1245.3463489025294,1241.5589757546982,1232.480297633579,1.045388498174385
FT-112,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1295.833757739158,1295.9055910747572,1295.7695076366322,0.0377600808592019,1284.7258569724574,1295.3360296396097,1286.8981919328824,1282.3580923089296,1272.7005949753996,1.0657237935960988
FT-113,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1295.8340568472142,1295.9104778358453,1295.768224225936,0.0366780214193528,1325.935889442976,1348.2670237223315,1327.797072671238,1323.3191753625963,1304.2779909769702,1.190702173843557
FT-114,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1151.256806499619,1151.3231198517683,1151.2053092518372,0.0333565268257377,1245.2813146104488,1261.8825232464346,1247.5078771979656,1242.7542043970964,1230.7061763431725,1.1684670730987647
FT-115,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1151.2577144686827,1151.3262326936172,1151.1904885859722,0.0345722197950819,1279.5426959634483,1288.5432278668477,1281.9849407416823,1276.8114177037737,1271.368124220108,1.3332454669452618
FT-116,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.3156777245072,1034.3733453488437,1034.2664963897112,0.0277415348472434,1386.2288582150331,1396.2981626211867,1388.9721706356552,1383.0239916368391,1375.9949180878775,1.5877595200199193
FT-117,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1034.319112072233,1034.3791365004477,1034.2691452052984,0.0295539645166638,1419.481401442064,1437.173489695009,1421.2976504376825,1417.141106790319,1405.209990791653,1.1360127306637906
FT-118,0.9313725490196079,0.16666666666666666,0.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.16666666666666666,1560.0017940800249,1560.090017053007,1559.919869866818,0.0433290812359491,1455.4088624671206,1469.8380283733015,1457.1646166902804,1453.1566235223015,1441.8293720287295,1.0131394302246124
FT-120,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1558.9989797646351,1559.0842363807174,1558.920019528133,0.044886920178662,1386.1476473421424,1396.046158381872,1388.6361896759065,1383.3754083622428,1376.375687190463,1.270025774274783
FT-122,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1558.9975814931574,1559.0919110686575,1558.9204884819696,0.0442520577550481,1455.6854919433242,1470.0663666291705,1457.630313211872,1453.345694785168,1443.0093526840212,1.0182380922440444
FT-123,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1089.0265712685955,1089.0914068180275,1088.971235140457,0.0306282484678529,1455.280496632148,1466.5178693574048,1457.040376031163,1452.9903136270375,1444.6004065151849,1.048298112389065
FT-124,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1039.6588042265028,1039.7181822788175,1039.60785831974,0.0282757160242886,1419.321667147817,1435.4509426502711,1421.01773506427,1416.900410268311,1406.3992888204173,1.1388471623303726
FT-125,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1039.65820184451,1039.7156227742005,1039.6116036892988,0.0271609162775383,1455.661683126547,1466.5936145782448,1457.6419700348458,1453.1418866655522,1444.138712882998,1.1481226616014215
FT-126,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1089.3589349095078,1089.4148180416405,1089.3021122932485,0.0314652651679778,1439.0541834189,1443.9025790192345,1441.7753715424665,1435.925619866697,1431.709452784338,1.5876312466436946
FT-127,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1089.3621822179891,1089.4251348726043,1089.307522369366,0.0309853004019954,1455.0379438086263,1466.2902433975903,1456.7362453819535,1452.8117716271825,1443.8567584493844,1.0701762813663769
FT-130,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1040.3294064561312,1040.3900491717618,1040.2756843475045,0.0298022321977683,1419.1001653827748,1433.8092028576395,1421.1078526689091,1416.7725438654402,1405.8145236969008,1.0330371323009613
FT-131,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1040.328774739611,1040.3905778938313,1040.2758764608654,0.0302810872302927,1455.4224047810255,1466.6943168640173,1457.3205103985615,1452.965088839576,1443.890949958978,1.0864556546498374
FT-132,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.3549855574815,1088.4235585769136,1088.2966321686972,0.034138899170978,1438.8098367577045,1443.9222989763543,1441.2888604137547,1435.8971073917498,1431.0580607822933,1.1606352416236407
FT-133,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.3554957275571,1088.4199453175788,1088.2934665530554,0.0305335130841398,1455.6188085752144,1466.7822506003197,1457.4629416105597,1453.362926730289,1444.7626845477362,1.0102804559737495
FT-134,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.3568018363508,1088.4270703314248,1088.290582748391,0.0345227235842915,1473.517094540187,1482.6548940485163,1476.0500895172927,1470.3533129077691,1467.699538144199,1.4751542512680245
FT-136,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1040.0009583626654,1040.0569257891393,1039.9470140830122,0.0281851224878726,1386.0494617442523,1396.068245569866,1387.9975391137882,1383.8138140663868,1376.509656906129,1.1247046995250976
FT-137,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1039.9948749944976,1040.0556074818528,1039.9401829519206,0.0296340304782202,1419.220544280622,1435.4423992450425,1420.738403699792,1416.9777064725702,1405.3065377539317,1.0235389125370007
FT-138,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1039.997339280622,1040.058723239445,1039.940846349422,0.0305292028672184,1455.4289604217147,1467.5490430196126,1457.5928674741217,1453.1463043270896,1443.0368334452346,1.139480376270928
FT-140,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1223.2883799925703,1223.3621200936468,1223.2287480892585,0.0350061702112344,1257.8617538028573,1269.8666980654696,1259.7405650826165,1255.3353370369402,1245.8577879085085,1.1917479948660925
FT-151,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.6951060782058,1088.7596143680532,1088.630881136988,0.0330279363335156,1438.8803038529063,1444.1661421831948,1441.2777670267333,1436.5525669265598,1430.835098715389,1.1930280235989963
FT-152,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.69277311038,1088.7531592942134,1088.6355161607228,0.0305833539223234,1455.33623852908,1466.4624174348594,1456.9608822617963,1452.985883470457,1444.6656153752283,1.0657414549985278
FT-153,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1088.6918828508271,1088.7513371347547,1088.6296921898063,0.0323400428121432,1473.446015556528,1483.6614707498018,1476.5098227948197,1470.4869684703458,1467.3194005629591,1.339608092953679
FT-156,0.9313725490196079,0.0,1.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.9873417721518988,1.0,0.0,1560.001369125993,1560.0914572782103,1559.9171022035998,0.0453103280372081,1419.237135066407,1434.9778151004848,1421.147539593874,1416.8768402638188,1406.173628949106,1.0870526004769543
FT-175,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,844.0870342319306,844.1323782106103,844.0413754189648,0.024631739029111,962.9974510538884,978.5761512080348,965.591399884148,960.298923399465,948.8306583935764,1.3765320185913352
FT-178,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1455.998949997305,1456.082154844198,1455.926444513204,0.041233206473815,1013.726434598975,1028.9705747968685,1016.3456457697848,1011.168015919862,1000.145713291808,1.295076577039198
FT-179,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,728.4969707230775,728.5374900581327,728.4606010611253,0.0212811240501545,1014.0492700576092,1031.0792793022397,1016.8041164703352,1011.1718983749886,1001.4421236646056,1.3515994807877785
FT-182,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1026.1932694786867,1026.2519200407537,1026.1381214922203,0.0299624324206606,1095.4661545958722,1104.191831524452,1098.1953511608233,1092.7190611696617,1082.1188748820443,1.2733034739127342
FT-183,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1026.1928910886666,1026.2538693229394,1026.1336043527974,0.02995941888026,1107.040419851715,1118.291006590189,1109.7816043702717,1104.4961403666218,1102.9698040610858,1.4824875618511024
FT-184,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,809.0412002643465,809.0880344897744,808.9996841611195,0.0236203538121697,1121.032321128916,1139.3550392750944,1123.4003501883312,1118.4709922131613,1104.8390810677215,1.311603084577435
FT-185,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,931.6414646729085,931.6860469922854,931.5946942259465,0.0260586297151206,1057.9007241015097,1071.3753969916013,1060.667301728328,1055.003061513269,1045.429825618348,1.4463668036397197
FT-186,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,931.6243046494036,931.6784901191336,931.5809314937704,0.0274414767123745,1102.186769188893,1106.829634834741,1104.5947650644134,1099.0703438301748,1094.5528271619044,1.4732397071044796
FT-187,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,931.6249044842097,931.6794619563228,931.5717895491504,0.0272151232804482,1117.1180883829777,1133.3014284331186,1119.8573127218217,1114.319571095626,1106.9318692437553,1.3574661876097962
FT-188,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,931.123316275561,931.1738081023892,931.07426737904,0.0254915780131796,1102.1879690833632,1107.124431889231,1104.963450062722,1099.1332192776542,1093.916465014947,1.3268034181666346
FT-190,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,996.1598538662096,996.22030685846,996.1126477514904,0.0282638266067295,1120.0790796707618,1125.9807273319786,1122.1649823760506,1118.0374858521734,1110.9794875553678,1.0179829325467225
FT-191,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,996.1601236401428,996.2186492772656,996.110795668755,0.0284715935311538,1136.386402786609,1153.94223276774,1138.371931479331,1134.0748031589246,1126.063989003498,1.108437168086034
FT-192,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1068.7037715820934,1068.7709537862363,1068.644656968828,0.0326297049075302,1157.8147203461158,1163.3792711145747,1159.779912946269,1155.301746795193,1149.5256244435009,1.1713404979799975
FT-193,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1068.7043278235449,1068.7687486413256,1068.6522719222885,0.0303495491247058,1173.5611587867572,1188.1107673645054,1175.798036250536,1171.238443259308,1163.5870780944826,1.073615958423335
FT-194,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1106.736189796707,1106.8013071714472,1106.6793317132142,0.0322864849836996,1180.3607794138811,1194.835010057088,1183.154158165373,1177.6877652976746,1167.7071170592574,1.3268503508308518
FT-195,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1077.708774786632,1077.7732844734803,1077.6548450786415,0.0305915600535078,1164.8240522057135,1175.084413340395,1166.9203041317107,1162.488701920126,1152.544404150735,1.1655651972698904
FT-196,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1079.2166019688184,1079.2799026126334,1079.1624727504054,0.0309298310255249,1212.162690219896,1228.1000091217345,1214.808575306565,1209.5278179587426,1198.610527541609,1.2535770652518865
FT-197,0.9313725490196079,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1230.809519318578,1230.877912747094,1230.7412762209678,0.0353371808666718,1266.2292769123917,1275.864038013278,1268.9682879036254,1263.3943549090618,1256.566223871141,1.2845018900553564
