feature,n_qc_samples,qc_detection_rate,qc_mean_intensity,qc_median_intensity,qc_std_intensity,qc_cv_pct,qc_mean_intensity_batch1,qc_cv_pct_batch1,qc_order_spearman_rho,qc_order_spearman_abs,mz,mz max,mz min,mz std,rt,rt end,rt max,rt min,rt start,rt std
FT-103,16,1.0,5605.078776929837,5606.73893252798,1355.1905945894246,24.177904513444243,5605.078776929837,24.177904513444243,0.40294117647058825,0.40294117647058825,1295.3340005034854,1295.4088685802842,1295.2660151633097,0.0369004205904129,1325.9263584717098,1348.1806891897468,1328.313249836628,1323.3256151193673,1304.770805939381,1.1895624336993404
FT-081,16,1.0,1235.9663304777628,1267.542526613157,300.8905378710745,24.344557812894895,1235.9663304777628,24.344557812894895,0.18529411764705883,0.18529411764705883,1225.305158770853,1225.3832054372317,1225.241092492524,0.0353997625726626,1299.0897146683544,1313.3628153538991,1301.2456247303928,1296.385905406942,1286.5537450601764,1.2777931470134285
FT-087,16,1.0,4648.464899478415,4891.807522412942,1135.5186806604868,24.42782090896069,4648.464899478415,24.42782090896069,0.4323529411764706,0.4323529411764706,1252.3175410114536,1252.3916994957185,1252.2559552498667,0.0353267523705875,1273.902456757388,1292.6649155155296,1276.3561393171406,1271.5576652920972,1261.4287173363452,1.2088674378886384
FT-244,16,1.0,975.27497075787,964.0652226737589,239.26950874043976,24.533543453340897,975.27497075787,24.533543453340897,0.7588235294117647,0.7588235294117647,1083.0144831519058,1083.0790412617855,1082.95637841365,0.0347705557677826,1455.407052190095,1466.5766937878682,1456.8898431918287,1452.9667683924738,1445.1365334647055,1.0296105334833578
FT-058,16,1.0,6336.19264884365,6562.2427052131825,1558.6437995641195,24.599059497481832,6336.19264884365,24.599059497481832,0.5323529411764706,0.5323529411764706,1078.208562682587,1078.2724700812462,1078.1553836436535,0.0307902558921655,1212.3710107648494,1237.6268490501072,1214.7245810620668,1210.068312567409,1196.383045030678,1.193813684743503
FT-099,16,1.0,4622.3856251563175,4756.170217272062,1146.1250655206618,24.795098428896285,4622.3856251563175,24.795098428896285,0.4382352941176471,0.4382352941176471,1296.3371434985418,1296.4131279821509,1296.2692935047885,0.0373652226579875,1325.9803275270754,1346.0861753380832,1328.1422415901347,1323.4768212611054,1305.3386232127343,1.1912823835485984
FT-005,16,1.0,31389.311688309157,32973.28975369956,7802.777904435026,24.858072651975814,31389.311688309157,24.858072651975814,-0.4382352941176471,0.4382352941176471,886.6324598613013,886.683374655879,886.5806672354295,0.0260289685536768,609.4612894305731,638.0671635917994,612.0676440481267,606.7118780336342,593.3752149084339,1.2871308303822482
FT-233,16,1.0,868.799531497013,912.6512223187167,216.84013819724612,24.958592901588325,868.799531497013,24.958592901588325,0.4588235294117647,0.4588235294117647,1179.778005634704,1179.8471969424174,1179.7162683397833,0.0348061923921688,1244.6512806591527,1258.3621313912536,1247.0162825638563,1242.1525013996577,1231.8023332868306,1.2082635774533983
FT-124,16,1.0,1507.2597927325078,1375.3180088127847,378.67839276190483,25.12363128027184,1507.2597927325078,25.12363128027184,0.011764705882352941,0.011764705882352941,1039.6588042265028,1039.7181822788175,1039.60785831974,0.0282757160242886,1419.321667147817,1435.4509426502711,1421.01773506427,1416.900410268311,1406.3992888204173,1.1388471623303726
FT-204,16,1.0,813.5810174519474,880.1977387312156,205.4662723392353,25.254555837934205,813.5810174519474,25.254555837934205,0.65,0.65,1033.9838278235356,1034.042914112964,1033.928607670589,0.0297239387994302,1455.7532616121457,1468.3237969120837,1457.4093418500188,1453.3497847415665,1443.3293499524104,0.98773463920309
FT-149,16,1.0,1677.2303813752246,1813.4338846084415,423.8472446177976,25.270663429687534,1677.2303813752246,25.270663429687534,-0.8382352941176471,0.8382352941176471,1264.301168475248,1264.3726695538803,1264.2328619236057,0.0369738887775996,1498.8110275470938,1512.298849795731,1501.6547552339002,1496.0694294737173,1483.2695644459832,1.3381313997308846
FT-059,16,1.0,2204.6761641712146,2300.4718237163465,557.4710047824001,25.285845324679034,2204.6761641712146,25.285845324679034,0.5647058823529412,0.5647058823529412,1223.7919594716086,1223.8635611861732,1223.7311229497138,0.0347144077413259,1257.9046668683316,1269.0074929226648,1259.707712335104,1255.611618909438,1246.198078112655,1.0683033401089197
FT-095,16,1.0,2506.461190989754,2578.6188415447596,634.8675029894682,25.32923730364128,2506.461190989754,25.32923730364128,0.4176470588235294,0.4176470588235294,1296.8385481999308,1296.9145054717983,1296.7740241235522,0.036768193553219,1325.9004245551305,1343.095463462498,1328.046641465988,1323.3579718833523,1306.2086665112035,1.192316158113339
FT-104,16,1.0,5841.077577943538,6000.835826232627,1480.9461023611711,25.353987900338183,5841.077577943538,25.353987900338183,0.43529411764705883,0.43529411764705883,1222.2864765177096,1222.3567526513016,1222.2240203008816,0.0349509373536697,1258.1864030459938,1275.171996525355,1260.155835858117,1255.5775495992905,1245.5816309792672,1.2015301710468655
FT-074,16,1.0,2723.07419807351,2797.2392831092966,693.0861050444846,25.452340062375875,2723.07419807351,25.452340062375875,0.411764705882353,0.411764705882353,1178.7694962544108,1178.8389828026638,1178.7095364682805,0.0346786304486905,1244.8608776216845,1262.696978661322,1247.2705609836569,1242.3019230957232,1231.0310019216245,1.2087826948352671
FT-230,16,1.0,842.0695641777539,832.7220386356996,214.6852694397721,25.49495654191033,842.0695641777539,25.49495654191033,0.5117647058823529,0.5117647058823529,975.6477809466752,975.6990653589808,975.5940350043956,0.0287421584037574,1174.6013930519584,1189.00957448142,1176.7579145842003,1172.100459753538,1162.114930834089,1.1040347611923722
FT-240,16,1.0,797.7353830048313,792.7772499684108,203.4829864957101,25.50757943432951,797.7353830048313,25.50757943432951,0.7794117647058825,0.7794117647058825,1083.3466638903149,1083.418782663368,1083.293469620257,0.0379018511140412,1455.299982043751,1466.075484139584,1456.6897452440542,1453.095145833872,1445.1545170375284,1.139622011246467
FT-131,16,1.0,396.4168665524327,370.2915358541883,101.25325777842673,25.542116474258115,396.4168665524327,25.542116474258115,-0.3911764705882353,0.3911764705882353,1040.328774739611,1040.3905778938313,1040.2758764608654,0.0302810872302927,1455.4224047810255,1466.6943168640173,1457.3205103985615,1452.965088839576,1443.890949958978,1.0864556546498374
FT-223,16,1.0,1336.0577052730841,1360.2041344732768,341.7128738185643,25.57620621249437,1336.0577052730841,25.57620621249437,0.611764705882353,0.611764705882353,1088.2006657983875,1088.2647114412373,1088.1441726877654,0.0308360094818792,1212.1002271969037,1227.8823891553018,1214.4726100783676,1209.566328387379,1197.8670644760136,1.162187290885767
FT-157,16,1.0,4652.940872544712,4939.733916831134,1190.5387218644682,25.586801003412663,4652.940872544712,25.586801003412663,-0.788235294117647,0.788235294117647,1263.2947685123595,1263.368664598244,1263.2276740087248,0.0374424281621028,1498.9586431862058,1519.8445044172583,1501.829279831422,1496.1558304650562,1479.1106853079289,1.3746438578061395
FT-237,16,1.0,554.1358398453309,581.9301932118308,142.08889736688954,25.64152815066953,554.1358398453309,25.64152815066953,0.5470588235294118,0.5470588235294118,1034.9881000850553,1035.0498298584166,1034.933521063501,0.0298679283561603,1455.4754033806444,1468.5007572174063,1457.4421390509146,1453.3524117623429,1442.3543914159118,0.996514613389124
FT-154,16,1.0,3116.2051270456295,3458.7214900433178,799.0792132078707,25.642702602362093,3116.2051270456295,25.642702602362093,-0.8411764705882352,0.8411764705882352,1263.7971017854209,1263.8715515041586,1263.7320792002329,0.037321139261873,1498.895810560801,1516.8788947229823,1501.5387958090012,1496.1383324478263,1479.1927665212909,1.3203674931810594
FT-115,16,1.0,133.8988169299706,136.16437214888293,34.502777536058396,25.767798646125033,133.8988169299706,25.767798646125033,0.36176470588235293,0.36176470588235293,1151.2577144686827,1151.3262326936172,1151.1904885859722,0.0345722197950819,1279.5426959634483,1288.5432278668477,1281.9849407416823,1276.8114177037737,1271.368124220108,1.3332454669452618
FT-073,16,1.0,2413.939758906413,2474.2832831013093,623.3169497438263,25.82156192771801,2413.939758906413,25.82156192771801,0.5441176470588236,0.5441176470588236,1252.8205095026694,1252.8927190429526,1252.7570309093385,0.0359474530824347,1273.817172792693,1288.2634181766712,1275.9684910424037,1271.3181247571324,1262.248121408315,1.1541148926103488
FT-071,16,1.0,312.004407713369,292.8877754533733,80.6683541595175,25.854876458548492,312.004407713369,25.854876458548492,0.38235294117647056,0.38235294117647056,1150.7515985354444,1150.8216637168111,1150.6946579570076,0.0329001027792091,1279.6007579597722,1289.9491491550348,1281.8612304005794,1276.882566964393,1271.0001140687532,1.1438663349396818
FT-140,16,1.0,4226.345298832553,4428.49105480466,1098.033724226355,25.980691273135342,4226.345298832553,25.980691273135342,0.4176470588235294,0.4176470588235294,1223.2883799925703,1223.3621200936468,1223.2287480892585,0.0350061702112344,1257.8617538028573,1269.8666980654696,1259.7405650826165,1255.3353370369402,1245.8577879085085,1.1917479948660925
FT-057,16,1.0,1750.840616587273,1792.4425729203763,457.6226713737172,26.13731181686385,1750.840616587273,26.13731181686385,0.4588235294117647,0.4588235294117647,1179.2722036799555,1179.3415370035414,1179.2139907053818,0.0342749572089302,1244.832670568563,1260.2540539156994,1247.2750431006125,1242.2433003120475,1231.9048456991884,1.2191820975445251
FT-171,16,1.0,4101.889504258449,4206.205681848026,1079.3850163669888,26.314336728144585,4101.889504258449,26.314336728144585,-0.7823529411764706,0.7823529411764706,1262.7926388390904,1262.8650537775038,1262.7251615197877,0.0354453082579663,1499.0089198979422,1518.4259655164649,1501.8736659668195,1496.264148959211,1479.0215741033132,1.3682078056744542
FT-037,16,1.0,2663.60798226518,2747.189032660159,702.5322895154834,26.37521340201261,2663.60798226518,26.37521340201261,0.5088235294117647,0.5088235294117647,1025.6898265569414,1025.748006596175,1025.6372240551368,0.0299180645632153,1095.46453629439,1103.265474153602,1098.0912759786563,1092.8921077109414,1081.8746330427098,1.3060567861598344
FT-182,16,1.0,1234.0606693282587,1283.2637577116645,327.5832341090305,26.545148245211095,1234.0606693282587,26.545148245211095,0.4558823529411765,0.4558823529411765,1026.1932694786867,1026.2519200407537,1026.1381214922203,0.0299624324206606,1095.4661545958722,1104.191831524452,1098.1953511608233,1092.7190611696617,1082.1188748820443,1.2733034739127342
FT-100,16,1.0,6324.949652582003,6558.4471406162575,1680.2667207843062,26.565693216204167,6324.949652582003,26.565693216204167,0.4764705882352941,0.4764705882352941,1222.7890111601405,1222.8592513192573,1222.7275498290628,0.0358995751017506,1257.9887283196858,1272.9182917572732,1259.965824885959,1255.53693243177,1245.8706452125716,1.2070912617475065
FT-041,16,1.0,4503.070971084091,4713.139480357815,1204.0520579659467,26.73846505412899,4503.070971084091,26.73846505412899,0.538235294117647,0.538235294117647,1025.1883020825835,1025.2470030177271,1025.1352405717655,0.0297741950913376,1095.323555128769,1102.8408436153272,1098.0563633672148,1092.842493768012,1078.72885869897,1.2868239953887035
FT-224,16,1.0,1065.7368459227166,1100.455378652748,285.0302821681073,26.74490267072709,1065.7368459227166,26.74490267072709,0.45294117647058824,0.45294117647058824,1253.32364366104,1253.39641832023,1253.2628428970104,0.0341562439500352,1273.874816816318,1285.89905912226,1276.2559770273813,1271.3717770670623,1263.522872491316,1.183151434417745
FT-044,16,1.0,8629.153049278148,9292.170256861495,2308.0001878918915,26.746543660909595,8629.153049278148,26.746543660909595,0.5823529411764706,0.5823529411764706,923.1212556300736,923.1751342108996,923.074014873022,0.026964574266534,1057.6205174785268,1064.765986981599,1060.2868398891017,1054.9388995609593,1041.2142873846992,1.2744490931735233
FT-026,16,1.0,2186.174014664266,2248.5729891088713,585.107599887672,26.76399938719095,2186.174014664266,26.76399938719095,0.45294117647058824,0.45294117647058824,727.9951742528884,728.0375875622003,727.9575827820195,0.0214790515447573,1014.168080213055,1032.1152803172229,1016.9923818887036,1011.3062294193828,999.9946789119542,1.3691867366597237
FT-039,16,1.0,4616.98225209315,5043.299965212806,1235.9562231996142,26.76978501789307,4616.98225209315,26.76978501789307,0.5617647058823529,0.5617647058823529,1024.6867091528734,1024.7462095090473,1024.6320318882358,0.0302468395928712,1095.258554693031,1102.7683739040208,1097.9305754275408,1092.8018718375124,1078.4275768114187,1.280644822824388
FT-091,16,1.0,298.25374900867274,301.3833395399098,79.92753006689993,26.79849971125619,298.25374900867274,26.79849971125619,0.4735294117647058,0.4735294117647058,1251.314808260303,1251.384541992356,1251.24725487946,0.0341748074286253,1251.9082930023933,1258.873232105109,1254.3394561869425,1249.2792991497554,1243.48779943925,1.2740584064472709
FT-055,16,1.0,2115.397088771124,2205.3035836225226,568.5192412973738,26.875296572693966,2115.397088771124,26.875296572693966,0.6029411764705882,0.6029411764705882,1105.7327676680493,1105.7968689408365,1105.676441948791,0.0323388959277148,1180.3586166880116,1197.1622159404142,1183.040199087054,1177.5454495086724,1165.815387848887,1.3546287736842515
FT-111,16,1.0,862.7082298883722,913.4123235073281,232.28016283647435,26.92453309116219,862.7082298883722,26.92453309116219,0.28529411764705886,0.28529411764705886,1295.8363020697318,1295.9072791203832,1295.773465539277,0.0370243052418961,1243.8481834080928,1256.6009494236548,1245.3463489025294,1241.5589757546982,1232.480297633579,1.045388498174385
FT-075,16,1.0,779.4965717097257,831.4852434605452,210.2689661894551,26.974969976873293,779.4965717097257,26.974969976873293,0.34705882352941175,0.34705882352941175,1076.704086348371,1076.7659052150043,1076.6508631728868,0.0303673983692482,1165.0016465840235,1176.4046223958326,1167.1510336308895,1162.5396325060522,1152.5668176015192,1.1153635458279254
FT-040,16,1.0,780.9964350724675,847.9397651102199,210.91922865897618,27.006426558068128,780.9964350724675,27.006426558068128,0.5823529411764706,0.5823529411764706,1024.6859401518484,1024.745883352035,1024.635571164931,0.0299810881909713,1107.6170160866384,1125.2454211495194,1110.1572639572094,1104.5491052697555,1102.7951743386006,1.4042236421118546
FT-072,16,1.0,122.36489085503719,119.15471801266052,33.0781071341295,27.032351275756344,122.36489085503719,27.032351275756344,0.36470588235294116,0.36470588235294116,1252.819559504331,1252.8923288346316,1252.7474352137208,0.0360234419531445,1252.123154423304,1259.34100136828,1254.3494914890537,1249.7181801223417,1244.226415264071,1.2333870429369769
FT-234,16,1.0,1102.7792701514434,1096.9608703600052,298.2943193000936,27.049322323508058,1102.7792701514434,27.049322323508058,0.4264705882352941,0.4264705882352941,1297.3438707330265,1297.41780999526,1297.2834308267838,0.035936390989363,1326.1469761141468,1339.8936870180316,1328.3423882735617,1323.7863328692615,1309.1371917724628,1.0893447788281685
FT-031,16,1.0,7579.413047277645,8096.851902415461,2056.828519088114,27.13704222554384,7579.413047277645,27.13704222554384,0.5823529411764706,0.5823529411764706,923.62339275087,923.6774627241764,923.5744842259206,0.02721365046968,1057.5964004037503,1064.684185028079,1059.8854968782284,1054.9518501192424,1041.547487894696,1.2154796227379434
FT-064,16,1.0,7019.659621602379,7202.20970691446,1924.827943824627,27.420531016933356,7019.659621602379,27.420531016933356,0.5852941176470587,0.5852941176470587,1149.7500936653876,1149.8156497776845,1149.6911692399551,0.0334466553795423,1245.272856166862,1264.3367644279238,1247.3079307712103,1242.858343825742,1228.9963999102197,1.170869750896996
FT-179,16,1.0,1503.3908726355257,1550.407631759108,415.8099840850349,27.658142114172705,1503.3908726355257,27.658142114172705,0.488235294117647,0.488235294117647,728.4969707230775,728.5374900581327,728.4606010611253,0.0212811240501545,1014.0492700576092,1031.0792793022397,1016.8041164703352,1011.1718983749886,1001.4421236646056,1.3515994807877785
FT-006,16,1.0,15002.78195670832,15530.411748272498,4153.564702178789,27.68529672806163,15002.78195670832,27.68529672806163,-0.4735294117647058,0.4735294117647058,887.6403722304062,887.6915980212889,887.5931182401197,0.0264112827320949,609.3874587233016,637.95713424683,612.0491366757302,606.703800297612,594.2041830964115,1.275730582215387
FT-195,16,1.0,445.76683325359517,484.16087456088036,123.50457147881083,27.706092572515264,445.76683325359517,27.706092572515264,0.34411764705882353,0.34411764705882353,1077.708774786632,1077.7732844734803,1077.6548450786415,0.0305915600535078,1164.8240522057135,1175.084413340395,1166.9203041317107,1162.488701920126,1152.544404150735,1.1655651972698904
FT-102,16,1.0,526.3788486510487,517.3489395654935,146.04347507276424,27.744936075419808,526.3788486510487,27.744936075419808,0.5117647058823529,0.5117647058823529,1295.3371125063638,1295.4121806158155,1295.2703518474862,0.0390429682024521,1284.5115125888428,1294.5797058843823,1286.76247199753,1282.1484267015423,1273.3225453284513,1.1385088817335398
FT-070,16,1.0,4812.123898037988,5013.296524971423,1335.7189590791747,27.757368417379645,4812.123898037988,27.757368417379645,0.5147058823529412,0.5147058823529412,1150.753810446541,1150.8205810906825,1150.695729566452,0.0333514671345906,1245.2881515322938,1263.9656129090667,1247.3943959348544,1242.8015662893758,1229.169060665631,1.1577912518482407
FT-036,16,1.0,2403.959721174465,2570.8166010365667,668.0694145337048,27.790374715900676,2403.959721174465,27.790374715900676,0.5294117647058824,0.5294117647058824,924.1258325459404,924.1798853197248,924.080169273414,0.0264606354907274,1071.4321892574976,1092.4735550258451,1073.9285036159004,1068.937950833161,1064.7293012038544,1.2463305407572942
FT-042,16,1.0,733.8785213958358,784.170408489272,204.31631803595695,27.8406183147788,733.8785213958358,27.8406183147788,0.4558823529411765,0.4558823529411765,1025.1886386302892,1025.247027968808,1025.1370733359656,0.0298006748993319,1107.3546178711229,1123.5890952400546,1110.207654223817,1104.6921888972022,1102.8541050786582,1.4123877129358002
FT-067,16,1.0,7489.672904397807,7652.434633830786,2085.701452001579,27.84769747123257,7489.672904397807,27.84769747123257,0.5529411764705882,0.5529411764705882,1150.251969729645,1150.3180018976263,1150.192989410226,0.0337478169990694,1245.3086840060384,1265.5461034467148,1247.4885199904472,1242.940885817954,1227.8460459555374,1.1741079896181184
FT-035,16,1.0,4211.875180568749,4464.113610305645,1173.9978234137611,27.873518874204404,4211.875180568749,27.873518874204404,0.6294117647058822,0.6294117647058822,924.1258165788284,924.180160162224,924.0777586734384,0.0272409259607433,1057.66078474932,1064.7259970025725,1060.338482301454,1055.0311780453726,1043.0294036865268,1.2380418932721453
FT-137,16,1.0,2048.669283254314,1795.9693919295228,571.4316085367083,27.892818680279543,2048.669283254314,27.892818680279543,0.02647058823529412,0.02647058823529412,1039.9948749944976,1040.0556074818528,1039.9401829519206,0.0296340304782202,1419.220544280622,1435.4423992450425,1420.738403699792,1416.9777064725702,1405.3065377539317,1.0235389125370007
FT-114,16,1.0,2379.22740320011,2479.7873271359667,666.3110884916246,28.005355334905033,2379.22740320011,28.005355334905033,0.5676470588235295,0.5676470588235295,1151.256806499619,1151.3231198517683,1151.2053092518372,0.0333565268257377,1245.2813146104488,1261.8825232464346,1247.5078771979656,1242.7542043970964,1230.7061763431725,1.1684670730987647
FT-194,16,1.0,1353.6654370993724,1410.7087708189047,379.281429973111,28.018845689510503,1353.6654370993724,28.018845689510503,0.5705882352941177,0.5705882352941177,1106.736189796707,1106.8013071714472,1106.6793317132142,0.0322864849836996,1180.3607794138811,1194.835010057088,1183.154158165373,1177.6877652976746,1167.7071170592574,1.3268503508308518
FT-232,16,1.0,1013.021817549967,1020.4473781078033,284.15691922064576,28.0504244131573,1013.021817549967,28.0504244131573,0.5264705882352941,0.5264705882352941,1151.7625057823254,1151.8278132907371,1151.7003322838043,0.0337363777691751,1245.2407794332655,1258.885828041167,1247.7170349348398,1242.597248836875,1232.0764022275648,1.318578168780149
FT-248,16,1.0,782.34377599326,849.1161410855791,220.1515011014657,28.139995211435327,782.34377599326,28.139995211435327,0.5558823529411765,0.5558823529411765,925.1361960129163,925.1837228035912,925.0919226799238,0.0243451612151024,1057.851741314575,1064.927979546626,1060.4905075149256,1055.485902411153,1046.1234902046797,1.3621188340795582
FT-032,16,1.0,4336.593666881878,4636.835250271601,1220.3184300002858,28.140022417127362,4336.593666881878,28.140022417127362,0.5088235294117647,0.5088235294117647,923.6242483918668,923.6775548079564,923.5784299297836,0.0272164472860657,1071.5163479969956,1096.3162617107012,1074.3064281661898,1068.7524562678664,1064.6716237330195,1.3373505220465651
FT-198,16,1.0,1210.7867643846014,1244.354666613915,341.81721641578156,28.231000409846303,1210.7867643846014,28.231000409846303,0.3235294117647059,0.3235294117647059,1398.406658551712,1398.487095265835,1398.3355869959996,0.0399371078113669,1341.7948458373571,1355.4510447743162,1343.7796393323767,1339.4045540846112,1328.786968608478,1.124417950389659
FT-045,16,1.0,4964.597455987662,5247.887943541714,1403.103858864801,28.262187847124576,4964.597455987662,28.262187847124576,0.5117647058823529,0.5117647058823529,923.1220202532094,923.1748329305268,923.0750959305832,0.026666860202454,1071.5859281352352,1095.0634189274017,1074.300955170282,1068.7521554752243,1064.7794972295344,1.329186310317866
FT-130,16,1.0,1690.3564335303488,1539.8941167962728,478.3058844022179,28.29615546842182,1690.3564335303488,28.29615546842182,0.0,0.0,1040.3294064561312,1040.3900491717618,1040.2756843475045,0.0298022321977683,1419.1001653827748,1433.8092028576395,1421.1078526689091,1416.7725438654402,1405.8145236969008,1.0330371323009613
FT-159,16,1.0,1213.416491655562,1266.8202669284572,343.5453673773245,28.312238191900448,1213.416491655562,28.312238191900448,-0.8029411764705883,0.8029411764705883,1343.8406591266526,1343.9145274628254,1343.7677461186618,0.0377960318667136,1551.4018781172863,1565.4921889631703,1553.8324037844404,1548.6513125167294,1538.0750452329032,1.2893645633100164
FT-086,16,1.0,247.99778350655694,239.5557385150991,70.92552617462559,28.599258094881463,247.99778350655694,28.599258094881463,0.4617647058823529,0.4617647058823529,1252.3224421698592,1252.394260929982,1252.2598314863185,0.0357571265908724,1252.0492024447103,1259.1190925011254,1254.3147136599673,1249.55524604749,1244.1498037484978,1.2944815304881885
FT-138,16,1.0,497.61428997063217,475.0855686812488,142.49692248452874,28.63601897223219,497.61428997063217,28.63601897223219,-0.4794117647058824,0.4794117647058824,1039.997339280622,1040.058723239445,1039.940846349422,0.0305292028672184,1455.4289604217147,1467.5490430196126,1457.5928674741217,1453.1463043270896,1443.0368334452346,1.139480376270928
FT-078,16,1.0,750.8839119116299,788.954614817244,215.61180570153527,28.714399427285933,750.8839119116299,28.714399427285933,0.4735294117647058,0.4735294117647058,1077.205728818574,1077.2697492713137,1077.1507175425947,0.0315129711684634,1164.9081193819106,1176.015186999219,1167.311426224721,1162.4987461160683,1152.201798220714,1.193687829900949
FT-034,16,1.0,1030.2700246106833,1032.4951240224752,295.97734966782775,28.728133654055515,1030.2700246106833,28.728133654055515,0.4941176470588235,0.4941176470588235,924.6284568794596,924.682414112093,924.5817555901798,0.0263176047659261,1071.194488617538,1086.3274333241209,1073.7937312742429,1068.6907211707253,1064.7380309052537,1.2846760771846035
FT-004,16,1.0,5192.6804661605365,5449.178604741477,1491.8298389655777,28.729475050265037,5192.6804661605365,28.729475050265037,-0.5029411764705883,0.5029411764705883,888.6453654740943,888.696941107057,888.6002022302245,0.0261611624589508,609.2556518766722,632.996441523236,612.0087323125949,606.7788089451603,595.4616877237953,1.2546838991479563
FT-191,16,1.0,1478.790400013751,1502.5966095200624,426.2462223387625,28.823978187496955,1478.790400013751,28.823978187496955,0.5088235294117647,0.5088235294117647,996.1601236401428,996.2186492772656,996.110795668755,0.0284715935311538,1136.386402786609,1153.94223276774,1138.371931479331,1134.0748031589246,1126.063989003498,1.108437168086034
FT-038,16,1.0,423.7966793550052,435.16411920251005,122.18496756107184,28.831034671397266,423.7966793550052,28.831034671397266,0.5147058823529412,0.5147058823529412,1025.690862799387,1025.7477618544551,1025.6366460844254,0.030538553488754,1107.23462155222,1121.1202767189984,1109.9813621005935,1104.387069581245,1102.96307424481,1.4209852699776997
FT-189,16,1.0,1480.560002436654,1475.2690942252198,427.43511183310983,28.869827033666454,1480.560002436654,28.869827033666454,0.5176470588235293,0.5176470588235293,931.123020951668,931.1758625779664,931.0750071035604,0.0263774599815897,1117.150900959169,1132.9164165454893,1119.9402594800786,1114.513782416522,1107.106961260784,1.384524676638368
FT-033,16,1.0,1829.7184043410064,1964.3505788682419,528.2389853312686,28.869960758880808,1829.7184043410064,28.869960758880808,0.5794117647058823,0.5794117647058823,924.6276314779026,924.6807686357288,924.5813200631654,0.0267202128252625,1057.7246344641724,1064.7632179679465,1060.2593047973908,1055.5224966533283,1045.0483313759592,1.245241008611443
FT-054,16,1.0,2203.0198745656503,2280.901887590543,640.7870979669141,29.086759741250738,2203.0198745656503,29.086759741250738,0.5470588235294118,0.5470588235294118,1106.2349666883931,1106.2984588554452,1106.1774103781204,0.0320626708743715,1180.403233758563,1196.6204858595336,1183.2722565479864,1177.6164536741317,1165.9355028214,1.351917574115685
FT-193,16,1.0,1463.187158065923,1514.1712528176713,426.48244762553986,29.147497999454483,1463.187158065923,29.147497999454483,0.4970588235294117,0.4970588235294117,1068.7043278235449,1068.7687486413256,1068.6522719222885,0.0303495491247058,1173.5611587867572,1188.1107673645054,1175.798036250536,1171.238443259308,1163.5870780944826,1.073615958423335
FT-002,16,1.0,1466.5399815071848,1473.2588579889111,428.77357957628294,29.23708763368497,1466.5399815071848,29.23708763368497,-0.4617647058823529,0.4617647058823529,889.6499309783783,889.7022159640214,889.6015469549808,0.0255523760494532,609.0997423566134,627.7172511456954,611.7465009922388,606.4265533909693,596.7890463679698,1.324647395195849
FT-052,16,1.0,1452.0044694646954,1518.9469824170646,430.9082000360095,29.676781931316693,1452.0044694646954,29.676781931316693,0.5088235294117647,0.5088235294117647,1069.2070748658969,1069.267262316396,1069.1527914655323,0.0310318689959965,1173.5811959662594,1189.0482915242503,1175.8907247598563,1171.315212620077,1163.561102549235,1.1500091708878202
FT-048,16,1.0,1621.3277249601028,1724.6808470707863,483.3882610062812,29.814346203089585,1621.3277249601028,29.814346203089585,0.42352941176470593,0.42352941176470593,995.6559728029966,995.70918172837,995.6074428817482,0.0273435726814712,1136.486651444235,1153.569062908047,1138.6681222264142,1133.988936628819,1126.1802677626015,1.1929094187675182
FT-219,16,1.0,1204.5423319275496,1257.4559610504502,359.8971136746716,29.878328402020703,1204.5423319275496,29.878328402020703,0.4647058823529412,0.4647058823529412,809.5439415442514,809.5901010781033,809.5004145134822,0.0238060682328357,1120.883361213832,1137.4299807981995,1123.5258483320945,1118.0010013993176,1106.2009100480516,1.407083948317459
FT-186,16,1.0,69.87107009203004,65.5541110638752,20.919961433354725,29.940805838239186,69.87107009203004,29.940805838239186,0.06470588235294117,0.06470588235294117,931.6243046494036,931.6784901191336,931.5809314937704,0.0274414767123745,1102.186769188893,1106.829634834741,1104.5947650644134,1099.0703438301748,1094.5528271619044,1.4732397071044796
FT-188,16,1.0,78.81477712077168,73.2678396904987,23.859866781589762,30.27334169203846,78.81477712077168,30.27334169203846,0.24705882352941175,0.24705882352941175,931.123316275561,931.1738081023892,931.07426737904,0.0254915780131796,1102.1879690833632,1107.124431889231,1104.963450062722,1099.1332192776542,1093.916465014947,1.3268034181666346
FT-226,16,1.0,593.9021730506636,641.7013231547239,179.93986031086274,30.297895592227906,593.9021730506636,30.297895592227906,0.6176470588235293,0.6176470588235293,815.1931200400654,815.2369274905478,815.1512909790769,0.0235253767613145,1257.978548513949,1271.0305211315415,1260.1923474812538,1255.2972656249676,1246.223995783555,1.3002026551407582
FT-178,16,1.0,1360.8780803096256,1408.315604071207,414.9527443907612,30.49154442228591,1360.8780803096256,30.49154442228591,0.3058823529411765,0.3058823529411765,1455.998949997305,1456.082154844198,1455.926444513204,0.041233206473815,1013.726434598975,1028.9705747968685,1016.3456457697848,1011.168015919862,1000.145713291808,1.295076577039198
FT-051,16,1.0,112.01591078476525,117.31324906656232,34.193490796102616,30.525566016960074,112.01591078476525,30.525566016960074,0.5323529411764706,0.5323529411764706,1069.2050570468462,1069.267470109953,1069.1500824304103,0.0309242309640597,1157.7638325982018,1163.3854165077216,1160.088364981479,1155.2213391757566,1149.20816373825,1.1956236333629695
